x,y,attri
0.09653128042193544,-0.41735073073059353,Housing
-0.0406717348704934,-0.45921269750987953,Cost of Living
0.029500957730142965,0.5304067882551523,Commute
-0.6541653329447848,0.3853822724475839,Business Freedom
0.5032163325124539,0.43960133422429054,Safety
-0.02941605187622464,-0.0847128500679607,Education
-0.29118921154999794,-0.188548454402033,Environmental Quality
0.3861937605769684,-0.20556566221656006,Economy
